,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
319,,,118748,0,0,0,0,1,3,7.5,7.5,8,Mohamed,7.0,233,True,,,125,118748.jpg,9.5,Salah,54.6,False,,a,11,14,38,826211,142785,612764,80371,0.6,3.0,Salah,360,3,2,3,1,0,0,0,0,0,0,6,109,170.8,160.8,273.0,60.5,2,1,4,2,3,2,1,1,,,2.0,,2.0,
320,100.0,100.0,122798,0,0,0,0,0,2,3.5,3.5,7,Andrew,3.0,234,False,,2021-08-08T18:30:05.747237Z,70,122798.jpg,4.5,Robertson,1.5,False,,a,11,14,9,76495,15097,86299,9427,0.4,1.3,Robertson,175,0,0,1,1,0,0,0,0,0,0,1,42,34.6,103.5,19.0,15.8,210,84,27,7,178,40,100,25,1.0,,,,,
321,,,152760,0,0,-1,1,0,4,0.5,0.5,0,Divock,0.0,235,False,,,49,152760.jpg,0.0,Origi,1.1,False,,a,11,14,0,42255,10436,66908,10088,0.0,0.0,Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,527,63,524,65,498,60,531,66,,,,,,
322,100.0,25.0,157882,-1,1,-3,3,0,3,0.5,0.1,0,Takumi,0.0,236,False,,2021-09-08T10:00:09.548644Z,52,157882.jpg,0.0,Minamino,0.1,False,,a,11,14,0,1453,65,8349,718,0.0,0.0,Minamino,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,221,555,225,540,218,558,222,,,,,,
323,,,169187,0,0,0,0,2,2,9.8,9.8,12,Trent,9.3,237,True,,,75,169187.jpg,8.5,Alexander-Arnold,35.3,False,,a,11,14,34,717500,187271,523362,79849,1.2,4.5,Alexander-Arnold,360,0,2,3,1,0,0,0,0,0,0,8,136,135.8,292.4,88.0,51.7,5,1,1,1,52,5,4,1,2.0,,1.0,,,
324,,,171287,0,0,-1,1,0,2,0.8,0.8,0,Joseph,0.3,238,False,,,49,171287.jpg,1.0,Gomez,0.6,False,,a,11,14,1,9724,1498,35395,3923,0.1,0.2,Gomez,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,528,195,525,195,499,187,532,194,,,,,,
325,,,175592,0,0,0,0,0,3,1.8,1.8,1,Naby,1.3,239,False,,,50,175592.jpg,2.3,Keita,0.2,False,,a,11,14,7,12781,1215,15276,2396,0.3,1.4,Keita,163,0,0,2,0,0,0,0,0,0,0,0,27,18.8,21.0,7.0,4.7,256,102,176,102,244,129,263,118,,,,,,
326,,,194634,1,-1,2,-2,0,3,4.5,4.5,3,Diogo,4.0,240,False,,,77,194634.jpg,5.0,Jota,20.9,False,,a,11,14,20,1278800,180647,597767,130390,0.5,2.6,Jota,268,2,0,3,0,0,0,0,0,0,0,0,69,105.0,97.4,183.0,38.6,31,13,31,21,8,5,11,8,,,,,,
327,,,197464,0,0,-1,1,0,2,0.5,0.5,0,Nathaniel,0.0,241,False,,,44,197464.jpg,0.0,Phillips,0.2,False,,a,11,14,0,2415,521,14012,1258,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,165,415,165,367,146,431,165,,,,,,
328,,,200720,0,0,0,0,0,1,0.5,0.5,0,Caoimhin,0.0,242,False,,,45,200720.jpg,0.0,Kelleher,0.1,False,,a,11,14,0,1644,160,3626,555,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,469,58,465,45,428,42,475,58,,,,,,
329,,,204716,0,0,-3,3,0,2,0.5,0.5,0,Ibrahima,0.0,243,False,,,52,204716.jpg,0.0,Konaté,1.2,False,,a,11,14,0,11031,1512,151397,9926,0.0,0.0,Konaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555,201,556,201,541,199,559,201,,,,,,
330,100.0,100.0,206915,0,0,0,0,0,3,0.5,0.5,0,Curtis,0.0,244,False,,2021-08-11T07:00:10.868409Z,50,206915.jpg,0.0,Jones,0.0,False,,a,11,14,0,1171,397,1521,277,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,548,216,549,221,532,214,553,218,,,,,,
331,,,214285,0,0,1,-1,0,2,4.5,4.5,0,Konstantinos,4.0,245,False,,,41,214285.jpg,6.0,Tsimikas,19.5,False,,a,11,14,18,987376,47910,1206702,241235,1.0,4.4,Tsimikas,184,0,1,2,0,0,0,0,0,0,0,2,66,51.2,75.9,39.0,16.6,151,63,48,11,110,26,96,23,3.0,,,,,
332,75.0,75.0,215136,0,0,0,0,0,2,0.4,0.4,0,Neco,0.0,246,False,Knock - 75% chance of playing,2021-09-06T09:30:12.514875Z,40,215136.jpg,0.0,Williams,0.7,False,,d,11,14,0,13208,502,33503,5876,0.0,0.0,N.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,138,379,139,321,110,396,139,,,,,,
333,0.0,0.0,219937,0,0,-1,1,0,2,0.0,0.0,0,Rhys,0.0,247,False,Joined Swansea City on a season-long loan - Expected back 01 Jul,2021-08-31T17:30:14.206064Z,44,219937.jpg,0.0,Williams,0.0,False,,u,11,14,0,468,0,3289,403,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,427,168,418,168,373,152,434,168,,,,,,
334,0.0,0.0,152898,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,248,False,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07.417581Z,40,152898.jpg,0.0,Davies,0.2,False,,u,11,14,0,1080,0,18569,1242,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,383,134,374,135,316,106,391,135,,,,,,
335,0.0,100.0,444884,0,0,0,0,0,3,0.0,3.2,3,Harvey,2.7,506,False,Ankle injury - Unknown return date,2021-09-12T22:00:15.178405Z,55,444884.jpg,2.2,Elliott,0.2,False,,i,11,14,9,32847,4721,27037,13573,0.5,1.6,Elliott,249,0,0,2,1,0,0,0,0,0,0,0,33,23.2,80.9,81.0,18.5,242,96,41,29,56,32,79,44,4.0,,,,,
336,0.0,0.0,182436,0,0,0,0,0,3,0.0,0.0,0,Ben,0.0,553,False,Joined Hearts on a season-long loan - Expected back 01 Jul,2021-08-23T23:30:16.182158Z,45,182436.jpg,0.0,Woodburn,0.0,False,,u,11,14,0,2273,0,2456,185,0.0,0.0,Woodburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,462,174,458,182,419,163,468,178,,,,,,
337,,,114283,0,0,0,0,0,3,6.7,6.2,3,Jack,5.7,33,False,,,80,114283.jpg,4.5,Grealish,20.3,False,,a,12,43,18,666172,94120,908424,184897,0.7,2.2,Grealish,344,1,1,3,1,0,0,0,1,0,0,0,88,103.2,175.6,178.0,45.7,35,15,2,1,10,7,5,3,4.0,,,,,
338,,,58621,0,0,0,0,0,2,5.3,4.8,6,Kyle,4.3,249,False,,,55,58621.jpg,4.3,Walker,5.7,False,,a,12,43,13,127629,28219,170569,22076,0.8,2.4,Walker,225,0,0,2,0,0,0,0,0,0,0,0,54,32.2,17.0,45.0,9.4,217,86,189,55,93,21,174,56,,,,,,
339,100.0,100.0,59859,0,0,-2,2,0,3,5.7,5.2,3,Ilkay,4.7,250,False,,2021-08-16T06:30:14.498269Z,73,59859.jpg,4.0,Gündogan,5.3,False,,a,12,43,16,186447,30027,418503,43351,0.6,2.2,Gündogan,338,1,0,3,1,0,0,0,1,0,0,1,80,77.8,149.2,178.0,40.4,79,30,5,3,9,6,8,6,2.0,,2.0,,5.0,
340,100.0,75.0,61366,0,0,-1,1,0,3,1.0,0.4,0,Kevin,0.0,251,False,,2021-08-20T13:30:07.311552Z,119,61366.jpg,1.0,De Bruyne,1.4,False,,a,12,43,1,58315,12076,165213,7122,0.0,0.1,De Bruyne,11,0,0,0,0,0,0,0,0,0,0,0,4,9.0,11.6,7.0,2.8,297,127,228,123,247,132,298,134,1.0,,1.0,,3.0,
341,75.0,,97299,0,0,-2,2,0,2,0.8,0.5,0,John,0.0,252,False,Knock - 75% chance of playing,2021-09-15T23:00:10.951044Z,53,97299.jpg,0.0,Stones,4.8,False,,d,12,43,0,52903,4882,524740,54973,0.0,0.0,Stones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,557,202,558,202,543,200,561,202,,,,,,
342,0.0,0.0,102826,-1,1,-2,2,0,2,0.0,0.0,0,Benjamin,0.0,253,False,Suspended by club - Unknown return date,2021-09-01T12:00:08.045744Z,53,102826.jpg,3.0,Mendy,0.5,False,,n,12,43,3,15714,209,60881,6181,0.0,0.6,Mendy,78,0,0,0,1,0,0,0,0,0,0,1,22,15.2,29.1,2.0,4.6,271,109,142,34,286,96,265,93,,,,,,
343,,,103025,-1,1,-2,2,0,3,4.3,3.8,0,Riyad,3.3,254,False,,,88,103025.jpg,4.0,Mahrez,3.7,False,,a,12,43,12,150162,7511,490318,75651,0.4,1.4,Mahrez,122,1,1,0,1,0,0,0,0,0,0,0,58,73.0,82.1,74.0,23.0,93,36,39,27,64,37,52,34,3.0,,3.0,,2.0,
344,,,103955,0,0,-1,1,0,3,3.7,3.2,1,Raheem,2.7,255,False,,,109,103955.jpg,2.5,Sterling,1.8,False,,a,12,43,10,45526,2766,156788,21872,0.2,0.9,Sterling,156,1,0,0,1,0,0,0,0,0,0,0,19,46.6,30.5,161.0,23.9,169,64,136,84,16,10,46,29,,,4.0,,6.0,
345,,,121145,0,0,0,0,1,2,9.0,8.5,12,João Pedro Cavaco,8.0,256,True,,,60,121145.jpg,6.5,Cancelo,8.6,False,,a,12,43,26,271381,125723,200239,31031,1.3,4.3,Cancelo,360,0,1,3,1,0,0,0,0,0,0,3,106,70.6,92.7,62.0,22.6,97,33,36,8,73,12,54,6,,,,,,
346,,,121160,0,0,0,0,0,1,7.0,6.5,6,Ederson,6.0,257,False,,,60,121160.jpg,5.0,Santana de Moraes,9.8,False,,a,12,43,20,156364,33086,222377,30720,1.0,3.3,Ederson,360,0,0,3,1,0,0,0,0,0,3,0,77,35.2,0.0,0.0,3.5,209,20,587,65,585,65,288,20,,,,,,
347,,,126184,0,0,-1,1,0,2,1.0,0.5,0,Nathan,0.0,258,False,,,49,126184.jpg,2.0,Aké,0.4,False,,a,12,43,2,16338,1383,27283,3264,0.0,0.4,Aké,90,0,0,0,1,0,0,0,0,0,0,0,15,23.8,0.3,4.0,2.8,237,96,341,120,265,85,297,105,,,,,,
348,75.0,,146941,1,-1,1,-1,1,2,7.0,8.8,5,Aymeric,8.3,259,False,Knock - 75% chance of playing,2021-09-15T23:00:10.965385Z,56,146941.jpg,8.3,Laporte,5.4,False,,d,12,43,25,364727,77619,143692,40772,1.5,4.5,Laporte,270,1,0,3,0,0,0,0,1,0,0,2,86,78.2,32.3,94.0,20.5,78,27,129,27,49,4,64,12,,,,,,
349,0.0,0.0,164484,0,0,0,0,0,1,0.0,0.0,0,Zack,0.0,260,False,Illness - Expected back 18 Sep,2021-09-06T08:30:10.313702Z,45,164484.jpg,0.0,Steffen,0.2,False,,i,12,43,0,2169,102,7989,1476,0.0,0.0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,56,453,43,414,40,463,56,,,,,,
350,,,165809,0,0,-1,1,0,3,6.7,6.2,10,Bernardo Mota,5.7,261,False,,,69,165809.jpg,5.7,Veiga de Carvalho e Silva,1.4,False,,a,12,43,17,44984,29838,46739,8110,0.8,2.5,Bernardo,237,1,1,2,0,0,0,0,0,0,0,2,58,64.8,58.6,113.0,23.7,118,46,68,43,36,20,48,31,7.0,,,,,
351,,,171314,0,0,0,0,0,2,9.0,8.5,7,Rúben Santos,8.0,262,True,,,60,171314.jpg,6.5,Gato Alves Dias,26.5,False,,a,12,43,26,505148,91295,466529,73830,1.3,4.3,Dias,360,0,1,3,1,0,0,0,0,0,0,3,110,88.8,79.0,8.0,17.6,52,14,44,9,241,71,89,20,,,,,,
352,,,205651,0,0,1,-1,2,4,9.3,8.8,2,Gabriel Fernando,8.3,263,False,,,86,205651.jpg,6.5,de Jesus,7.5,False,,a,12,43,26,562057,140437,303722,75496,1.0,3.0,Jesus,253,1,3,3,0,0,0,0,0,0,0,6,97,112.2,130.1,101.0,34.4,24,4,17,2,43,18,14,3,,,,,,
353,,,206325,-1,1,-2,2,0,2,1.3,0.8,0,Oleksandr,0.3,264,False,,,53,206325.jpg,1.0,Zinchenko,1.1,False,,a,12,43,2,16937,1696,65798,8473,0.1,0.4,Zinchenko,56,0,0,0,0,0,0,0,0,0,0,0,12,5.2,7.8,8.0,2.1,317,121,248,78,233,67,309,110,5.0,,5.0,,,
354,100.0,25.0,209244,0,0,-1,1,0,3,1.0,0.1,0,Phil,0.0,265,False,,2021-08-07T06:30:07.030165Z,79,209244.jpg,0.0,Foden,0.7,False,,a,12,43,0,7546,4493,67650,3128,0.0,0.0,Foden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,598,245,598,245,596,245,598,245,6.0,,,,,
355,,,220566,0,0,0,0,0,3,5.0,4.5,2,Rodrigo,4.0,266,False,,,55,220566.jpg,4.0,Hernandez,0.8,False,,a,12,43,12,43079,11734,28604,7354,0.7,2.2,Rodrigo,270,1,0,3,0,0,0,0,2,0,0,0,57,65.6,79.3,23.0,16.9,115,45,43,31,160,88,92,52,,,,,4.0,
356,,,224444,1,-1,2,-2,1,3,9.0,8.5,3,Ferran,8.0,268,False,,,72,224444.jpg,6.5,Torres,17.0,False,,a,12,43,26,1484457,232231,365715,114842,1.1,3.6,Torres,303,2,1,3,1,0,0,0,0,0,0,2,65,88.6,30.0,204.0,32.3,53,22,138,85,5,3,21,15,,,,,,
357,,,27789,-1,1,-1,1,0,3,1.3,0.8,1,Fernando,0.3,453,False,,,49,27789.jpg,1.5,Luiz Rosa,0.4,False,,a,12,43,3,20282,2736,27618,3290,0.1,0.6,Fernandinho,96,0,0,0,1,0,0,0,0,0,0,0,13,13.8,29.0,12.0,5.5,275,113,143,88,203,112,244,110,,,,,,
358,,,244851,0,0,0,0,0,3,1.3,0.8,0,Cole,0.3,507,False,,,45,244851.jpg,1.0,Palmer,0.1,False,,a,12,43,1,3303,639,2878,689,0.1,0.2,Palmer,21,0,0,0,0,0,0,0,0,0,0,0,3,1.6,2.2,6.0,1.0,347,158,282,148,251,133,333,149,,,,,,
359,,,490503,-1,1,-1,1,0,3,1.0,0.5,0,Samuel,0.0,508,False,,,49,490503.jpg,0.0,Edozie,0.0,False,,a,12,43,0,373,41,1144,108,0.0,0.0,Edozie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,535,210,532,215,511,207,540,212,,,,,,
360,0.0,0.0,220394,0,0,0,0,0,3,0.0,0.0,0,Tommy,0.0,566,False,Joined Hamburger on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:10.359919Z,45,220394.jpg,0.0,Doyle,0.0,False,,u,12,43,0,432,0,375,87,0.0,0.0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478,182,474,190,438,172,484,186,,,,,,
361,,,17601,0,0,0,0,0,1,2.0,1.5,0,Scott,0.0,593,False,,,40,17601.jpg,0.0,Carson,0.4,False,,a,12,43,0,44307,4488,12640,2376,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,369,26,359,7,301,4,377,26,,,,,,
362,0.0,100.0,40720,0,0,-1,1,0,4,0.0,1.3,0,Edinson,0.3,269,False,Knock - Expected back 25 Sep,2021-09-11T17:30:16.078989Z,84,40720.jpg,1.0,Cavani,2.3,False,,i,13,1,1,29559,416,432293,36233,0.0,0.1,Cavani,37,0,0,0,0,0,0,0,0,0,0,0,3,0.2,2.4,0.0,0.3,364,48,280,40,597,82,362,47,,,,,,
363,,,51940,0,0,0,0,1,1,4.0,5.0,2,David,4.0,270,False,,,50,51940.jpg,3.5,de Gea,5.5,False,,a,13,1,14,300094,27605,162274,44456,0.8,2.8,de Gea,360,0,0,1,3,0,0,0,0,0,12,0,69,86.6,0.0,0.0,8.6,57,11,536,59,516,57,191,13,,,,,,
364,,,62398,0,0,0,0,0,3,1.3,2.3,2,Nemanja,1.3,271,False,,,45,62398.jpg,1.7,Matic,0.3,False,,a,13,1,5,17044,6619,15468,3514,0.3,1.1,Matic,196,0,0,0,2,0,0,0,0,0,0,0,31,35.6,35.3,28.0,9.9,207,81,124,79,144,78,166,82,,,,,,
365,,,74208,1,-1,3,-3,1,3,5.0,6.0,9,Paul,5.0,272,True,,,78,74208.jpg,7.8,Pogba,22.6,False,,a,13,1,31,1548322,315848,531594,83853,0.6,4.0,Pogba,344,0,7,1,3,0,0,0,3,0,0,4,103,158.0,141.6,104.0,40.4,4,3,11,7,42,23,9,7,,,3.0,,3.0,
366,,,95658,-1,1,-1,1,0,2,3.3,4.3,2,Harry,3.3,273,False,,,54,95658.jpg,3.0,Maguire,9.4,False,,a,13,1,12,88942,6374,345642,68831,0.6,2.2,Maguire,360,0,0,1,3,0,0,0,1,0,0,1,61,76.6,5.4,50.0,13.2,84,28,253,80,88,20,122,38,,,,,,
367,,,101582,0,0,0,0,0,3,0.7,1.7,0,Frederico,0.7,274,False,,,50,101582.jpg,3.0,Rodrigues de Paula Santos,0.6,False,,a,13,1,9,54311,1755,53776,9691,0.1,1.8,Fred,255,1,0,1,2,1,0,0,1,0,0,0,41,67.4,34.5,26.0,12.8,108,43,126,80,153,84,127,64,,,5.0,,,
368,,,106760,0,0,0,0,0,2,5.0,6.0,5,Luke,5.0,275,False,,,55,106760.jpg,4.0,Shaw,43.3,False,,a,13,1,16,452403,75426,1143394,214890,0.9,2.9,Shaw,360,0,1,1,3,0,0,0,1,0,0,2,75,60.2,142.2,12.0,21.4,128,48,10,3,206,50,59,8,1.0,,,,,
369,100.0,100.0,109322,0,0,-1,1,0,3,2.3,3.3,6,Jesse,2.3,276,False,,2021-08-18T08:30:09.714760Z,69,109322.jpg,3.5,Lingard,1.1,False,,a,13,1,7,9647,5799,80365,4106,0.3,1.0,Lingard,28,1,0,0,0,0,0,0,0,0,0,0,23,34.2,2.3,21.0,5.8,211,83,281,147,170,96,240,109,,,,,,
370,,,141746,0,0,0,0,1,3,3.7,4.7,8,Bruno Miguel,3.7,277,True,,,120,141746.jpg,7.8,Borges Fernandes,36.7,False,,a,13,1,31,731137,45117,1824281,423100,0.3,2.6,Fernandes,354,4,0,1,3,0,0,0,2,0,0,4,105,161.8,125.7,140.0,42.8,3,2,18,11,21,14,6,4,4.0,,1.0,,1.0,
371,,,148225,0,0,-3,3,0,4,1.0,2.0,1,Anthony,1.0,278,False,,,77,148225.jpg,1.0,Martial,0.7,False,,a,13,1,4,16049,1929,114458,6317,0.1,0.5,Martial,96,0,0,0,1,0,0,0,0,0,0,0,8,4.0,5.7,44.0,5.3,327,38,251,36,98,26,252,35,,,,,4.0,
372,0.0,0.0,152590,0,0,0,0,0,2,0.0,0.0,0,Alex Nicolao,0.0,279,False,Ankle injury - Expected back 25 Sep,2021-07-27T23:00:11.558371Z,50,152590.jpg,0.0,Telles,0.0,False,,i,13,1,0,255,43,802,83,0.0,0.0,Telles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543,198,544,198,526,193,548,198,3.0,,,,,
373,75.0,25.0,172649,0,0,-1,1,0,1,0.0,0.2,0,Dean,0.0,280,False,Lack of match fitness - 75% chance of playing,2021-08-13T16:30:12.762120Z,49,172649.jpg,0.0,Henderson,0.6,False,,d,13,1,0,1124,64,76260,5339,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,65,526,55,500,53,533,65,,,,,,
374,0.0,0.0,176297,0,0,-1,1,0,3,0.0,0.0,0,Marcus,0.0,281,False,Shoulder injury - Expected back 16 Oct,2021-07-14T09:00:06.779697Z,94,176297.jpg,0.0,Rashford,0.2,False,,i,13,1,0,1232,184,12471,784,0.0,0.0,Rashford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,599,246,599,246,599,246,599,246,,,2.0,,2.0,
375,,,180184,0,0,-2,2,0,3,0.3,1.3,1,Donny,0.3,282,False,,,58,180184.jpg,1.0,van de Beek,0.1,False,,a,13,1,1,2570,436,8390,913,0.1,0.2,van de Beek,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,583,234,343,171,576,233,584,234,,,,,,
376,,,184667,-1,1,-1,1,0,2,0.7,1.7,0,Victor,0.7,284,False,,,49,184667.jpg,3.5,Lindelöf,0.6,False,,a,13,1,7,17430,388,34281,7093,0.1,1.4,Lindelöf,180,0,1,0,2,0,0,0,0,0,0,0,35,43.4,14.2,0.0,5.8,178,75,206,62,504,188,238,80,,,,,,
377,75.0,25.0,195851,0,0,-1,1,0,3,0.2,0.3,0,Scott,0.3,285,False,Lack of match fitness - 75% chance of playing,2021-08-26T11:00:09.040176Z,54,195851.jpg,1.5,McTominay,0.2,False,,d,13,1,3,7514,82,34431,2558,0.1,0.6,McTominay,82,0,0,0,1,0,0,0,0,0,0,0,16,17.0,12.7,28.0,5.8,263,105,218,119,147,79,239,108,,,,,,
378,100.0,100.0,197365,0,0,0,0,0,2,0.0,1.0,0,Eric,0.0,286,False,,2021-08-13T14:00:14.636053Z,50,197365.jpg,0.0,Bailly,0.1,False,,a,13,1,0,1191,210,5828,741,0.0,0.0,Bailly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,546,199,547,199,530,195,551,199,,,,,,
379,,,214590,-1,1,-1,1,0,2,4.0,5.0,2,Aaron,4.0,288,False,,,54,214590.jpg,3.5,Wan-Bissaka,7.0,False,,a,13,1,14,71990,5931,300801,65115,0.7,2.6,Wan-Bissaka,360,0,0,1,3,0,0,0,0,0,0,2,69,63.0,53.0,8.0,12.4,123,45,80,19,237,68,132,41,,,,,,
380,,,220688,0,0,2,-2,1,3,7.7,8.7,5,Mason,7.7,289,True,,,77,220688.jpg,7.8,Greenwood,18.7,False,,a,13,1,31,1264206,179868,494852,132279,1.0,4.0,Greenwood,353,3,1,1,3,0,0,0,0,0,0,4,92,121.2,94.0,128.0,34.3,17,8,34,23,26,17,15,11,2.0,,,,,
381,,,43670,0,0,-1,1,0,3,0.0,1.0,0,Juan,0.0,459,False,,,49,43670.jpg,0.0,Mata,0.1,False,,a,13,1,0,1472,274,3130,588,0.0,0.0,Mata,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,517,201,514,207,487,195,521,203,,,,,,
382,100.0,100.0,209243,-1,1,-4,4,0,3,2.0,3.0,2,Jadon,2.0,485,False,,2021-09-04T20:00:14.744848Z,91,209243.jpg,1.8,Sancho,2.8,False,,a,13,1,7,37843,4382,569786,42360,0.2,0.8,Sancho,182,0,0,1,1,0,0,0,0,0,0,0,16,8.0,53.1,42.0,10.0,303,130,79,49,107,57,165,81,,,,,,
383,,,21205,0,0,0,0,0,1,0.0,1.0,0,Tom,0.0,509,False,,,40,21205.jpg,0.0,Heaton,0.6,False,,a,13,1,0,21885,2252,16561,3386,0.0,0.0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,373,29,363,10,305,7,381,29,,,,,,
384,,,216051,-1,1,-1,1,0,2,0.0,1.0,0,José Diogo,0.0,510,False,,,44,216051.jpg,0.0,Dalot Teixeira,0.1,False,,a,13,1,0,1584,307,4108,575,0.0,0.0,Dalot,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,425,166,416,166,371,150,432,166,,,,,,
385,0.0,0.0,156689,0,0,0,0,0,3,0.0,0.0,0,Andreas,0.0,511,False,Season-long loan to Flamengo,2021-08-23T09:38:59.366536Z,50,156689.jpg,0.0,Pereira,0.0,False,,u,13,1,0,167,0,1633,112,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,544,215,545,220,527,213,549,217,,,,,,
386,,,449434,0,0,-1,1,0,3,0.0,1.0,0,Anthony,0.0,512,False,,,49,449434.jpg,0.0,Elanga,0.0,False,,a,13,1,0,333,42,1285,153,0.0,0.0,Elanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,534,209,531,214,510,206,539,211,,,,,,
387,,,90152,0,0,0,0,1,2,4.7,5.7,2,Raphaël,4.7,555,False,,,55,90152.jpg,7.0,Varane,4.1,False,,a,13,1,14,295552,25107,104467,35926,0.9,2.5,Varane,180,0,1,1,1,0,0,0,0,0,0,3,47,51.4,12.7,8.0,7.3,149,62,219,67,239,69,220,69,,,,,,
388,,,14937,1,-1,1,-1,1,4,4.0,5.0,13,Cristiano Ronaldo,13.0,579,False,,,126,14937.jpg,13.0,dos Santos Aveiro,40.4,False,,a,13,1,13,3125690,1021226,140188,19457,1.0,1.0,Ronaldo,90,2,0,0,1,0,0,0,0,0,0,3,57,67.2,20.6,90.0,17.8,109,13,179,25,51,19,85,19,,,,,,
389,100.0,,200089,0,0,0,0,0,3,1.5,1.0,2,Joseph,2.0,19,False,,2021-09-15T09:00:14.977174Z,60,200089.jpg,2.0,Willock,1.1,False,,a,14,4,6,48771,5849,80901,12754,0.3,1.0,Willock,257,0,0,0,6,0,0,0,0,0,0,0,24,45.8,13.8,31.0,9.1,170,65,208,115,137,74,181,87,,,,,,
390,0.0,0.0,50232,0,0,-1,1,0,3,0.0,0.0,0,Jonjo,0.0,291,False,Calf injury - Expected back 25 Sep,2021-08-20T10:30:12.749532Z,54,50232.jpg,1.0,Shelvey,0.1,False,,i,14,4,1,826,38,7229,437,0.0,0.2,Shelvey,69,0,0,0,4,0,0,0,1,0,0,0,7,3.6,14.4,0.0,1.8,329,147,203,113,544,220,319,144,3.0,,2.0,,,
391,,,56983,0,0,0,0,0,2,0.2,-0.3,0,Matt,0.7,292,False,,,50,56983.jpg,1.2,Ritchie,0.3,False,,a,14,4,5,13495,2606,16927,2245,0.1,1.0,Ritchie,360,0,1,0,12,0,0,0,0,0,0,0,67,67.8,162.3,28.0,25.9,105,36,3,2,146,34,37,3,1.0,,5.0,,3.0,
392,100.0,,58845,0,0,-1,1,0,2,-0.2,-0.7,1,Ciaran,0.3,293,False,,2021-09-15T09:00:15.381845Z,44,58845.jpg,0.5,Clark,0.1,False,,a,14,4,1,2140,334,5742,663,0.1,0.2,Clark,173,0,0,0,7,0,0,0,0,0,0,0,25,27.2,22.4,32.0,8.1,229,91,170,46,128,30,204,64,,,,,,
