web-scraper-order,web-scraper-start-url,player,team,postion,value,popularity
"1623004963-181","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Rui Silva","Portugal","Mål","4.000.000","0,1%"
"1623004963-175","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ugurcan Cakir","Tyrkiet","Mål","4.000.000","0,8%"
"1623004963-225","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Denzel Dumfries","Holland","Forsvar","3.500.000","12,2%"
"1623004963-250","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Yvon Mvogo","Schweiz","Mål","3.500.000","0,1%"
"1623004963-612","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jordan Lotomba","Schweiz","Forsvar","2.000.000","0,1%"
"1623004963-78","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Luka Modric","Kroatien","Midtbane","4.500.000","8,2%"
"1623004963-336","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Fedor Kudryashov","Rusland","Forsvar","3.000.000","0,1%"
"1623004963-7","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Leroy Sane","Tyskland","Angreb","7.500.000","0,4%"
"1623004963-564","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jakub Holubek","Slovakiet","Forsvar","2.000.000","0,1%"
"1623004963-322","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Patrick Van Aanholt","Holland","Forsvar","3.000.000","5,1%"
"1623004963-63","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David de Gea","Spanien","Mål","5.000.000","0,9%"
"1623004963-207","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Clement Lenglet","Frankrig","Forsvar","3.500.000","0,7%"
"1623004963-35","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Steve Mandanda","Frankrig","Mål","5.500.000","0,1%"
"1623004963-516","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jurrien Timber","Holland","Forsvar","2.500.000","0,6%"
"1623004963-216","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Florian Neuhaus","Tyskland","Midtbane","3.500.000","0,8%"
"1623004963-276","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Quincy Promes","Holland","Angreb","3.500.000","0,5%"
"1623004963-429","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jukka Raitala","Finland","Forsvar","2.500.000","0,1%"
"1623004963-531","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Halil Dervisoglu","Tyrkiet","Angreb","2.500.000","0,1%"
"1623004963-40","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Unai Simon","Spanien","Mål","5.500.000","0,8%"
"1623004963-437","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Adam Nagy","Ungarn","Midtbane","2.500.000","0,1%"
"1623004963-96","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andrea Belotti","Italien","Angreb","4.500.000","1,5%"
"1623004963-473","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Silvan Widmer","Schweiz","Forsvar","2.500.000","0,2%"
"1623004963-269","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marek Hamsik","Slovakiet","Midtbane","3.500.000","0,3%"
"1623004963-352","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Milan Skriniar","Slovakiet","Forsvar","3.000.000","0,3%"
"1623004963-524","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Anssi Jaakkola","Finland","Mål","2.500.000","0,4%"
"1623004963-353","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robert Bozenik","Slovakiet","Angreb","3.000.000","0,1%"
"1623004963-102","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jordi Alba","Spanien","Forsvar","4.500.000","6,0%"
"1623004963-484","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Artem Dovbyk","Ukraine","Angreb","2.500.000","0,1%"
"1623004963-387","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jon McLaughlin","Skotland","Mål","3.000.000","0,0%"
"1623004963-424","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nicolai Boilesen","Danmark","Forsvar","2.500.000","0,6%"
"1623004963-182","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Raphael Guerreiro","Portugal","Forsvar","4.000.000","1,1%"
"1623004963-452","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Eljif Elmas","Nordmakedonien","Midtbane","2.500.000","0,8%"
"1623004963-491","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ken Sema","Sverige","Midtbane","2.500.000","0,1%"
"1623004963-81","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Martin Braithwaite","Danmark","Angreb","4.500.000","5,0%"
"1623004963-151","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Frenkie de Jong","Holland","Midtbane","4.000.000","35,4%"
"1623004963-233","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Renato Sanches","Portugal","Midtbane","3.500.000","1,9%"
"1623004963-34","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mason Mount","England","Midtbane","5.500.000","19,3%"
"1623004963-112","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Alex Meret","Italien","Mål","4.500.000","0,0%"
"1623004963-563","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tomas Suslov","Slovakiet","Midtbane","2.000.000","0,1%"
"1623004963-83","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kyle Walker","England","Forsvar","4.500.000","3,0%"
"1623004963-23","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Hugo Lloris","Frankrig","Mål","6.000.000","1,6%"
"1623004963-494","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Karol Linetty","Polen","Midtbane","2.500.000","0,1%"
"1623004963-189","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Leander Dendoncker","Belgien","Midtbane","3.500.000","8,0%"
"1623004963-345","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Scott McTominay","Skotland","Midtbane","3.000.000","1,4%"
"1623004963-259","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kenan Karaman","Tyrkiet","Angreb","3.500.000","0,1%"
"1623004963-154","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Piotr Zielinski","Polen","Midtbane","4.000.000","2,3%"
"1623004963-137","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lucas Hernandez","Frankrig","Forsvar","4.000.000","1,8%"
"1623004963-36","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Manuel Neuer","Tyskland","Mål","5.500.000","3,0%"
"1623004963-391","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daniel Bachmann","Østrig","Mål","3.000.000","0,3%"
"1623004963-130","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Pierre-Emile Højbjerg","Danmark","Midtbane","4.000.000","11,3%"
"1623004963-508","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andreas Cornelius","Danmark","Angreb","2.500.000","0,6%"
"1623004963-550","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kamil Piatkowski","Polen","Forsvar","2.000.000","0,4%"
"1623004963-16","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kai Havertz","Tyskland","Midtbane","6.500.000","1,6%"
"1623004963-416","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Josip Juranovic","Kroatien","Forsvar","2.500.000","0,1%"
"1623004963-4","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kevin De Bruyne","Belgien","Midtbane","8.000.000","3,1%"
"1623004963-74","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Leandro Trossard","Belgien","Angreb","4.500.000","0,3%"
"1623004963-206","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kalvin Phillips","England","Midtbane","3.500.000","0,9%"
"1623004963-201","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jonas Wind","Danmark","Angreb","3.500.000","24,7%"
"1623004963-292","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dejan Lovren","Kroatien","Forsvar","3.000.000","1,1%"
"1623004963-489","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joe Morrell","Wales","Midtbane","2.500.000","0,1%"
"1623004963-552","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kacper Kozlowski","Polen","Midtbane","2.000.000","0,4%"
"1623004963-231","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jose Fonte","Portugal","Forsvar","3.500.000","0,8%"
"1623004963-251","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Manuel Akanji","Schweiz","Forsvar","3.500.000","0,3%"
"1623004963-315","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Peter Gulacsi","Ungarn","Mål","3.000.000","0,3%"
"1623004963-465","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David Hancko","Slovakiet","Forsvar","2.500.000","0,1%"
"1623004963-380","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jordan Larsson","Sverige","Angreb","3.000.000","0,1%"
"1623004963-410","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David Brooks","Wales","Midtbane","3.000.000","0,0%"
"1623004963-253","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Remo Freuler","Schweiz","Midtbane","3.500.000","0,3%"
"1623004963-379","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ante Rebic","Kroatien","Angreb","3.000.000","2,0%"
"1623004963-316","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Denes Dibusz","Ungarn","Mål","3.000.000","0,0%"
"1623004963-363","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Djibril Sow","Schweiz","Midtbane","3.000.000","0,1%"
"1623004963-214","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Niklas Süle","Tyskland","Forsvar","3.500.000","1,2%"
"1623004963-592","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tihomir Kostadinov","Nordmakedonien","Midtbane","2.000.000","0,1%"
"1623004963-492","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Axel Witsel","Belgien","Midtbane","2.500.000","5,6%"
"1623004963-517","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Teun Koopmeiners","Holland","Midtbane","2.500.000","0,3%"
"1623004963-308","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Conor Coady","England","Forsvar","3.000.000","0,4%"
"1623004963-543","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tamas Cseri","Ungarn","Midtbane","2.000.000","0,1%"
"1623004963-411","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Christopher Trimmel","Østrig","Forsvar","2.500.000","0,2%"
"1623004963-445","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Risto Jankov","Nordmakedonien","Mål","2.500.000","0,5%"
"1623004963-321","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Manuel Locatelli","Italien","Midtbane","3.000.000","17,4%"
"1623004963-376","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joe Allen","Wales","Midtbane","3.000.000","0,2%"
"1623004963-87","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Olivier Giroud","Frankrig","Angreb","4.500.000","1,1%"
"1623004963-367","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Caglar Soyuncu","Tyrkiet","Forsvar","3.000.000","2,6%"
"1623004963-406","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Abdulkadir Omur","Tyrkiet","Angreb","3.000.000","0,0%"
"1623004963-375","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Neco Williams","Wales","Forsvar","3.000.000","0,2%"
"1623004963-500","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Liam Cooper","Skotland","Forsvar","2.500.000","0,1%"
"1623004963-12","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Karim Benzema","Frankrig","Angreb","7.500.000","6,5%"
"1623004963-116","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Sasa Kalajdzic","Østrig","Angreb","4.000.000","2,5%"
"1623004963-402","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Loris Benito","Schweiz","Forsvar","3.000.000","0,0%"
"1623004963-428","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joona Toivio","Finland","Forsvar","2.500.000","0,1%"
"1623004963-351","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Martin Dubravka","Slovakiet","Mål","3.000.000","0,2%"
"1623004963-574","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jakub Swierczok","Polen","Angreb","2.000.000","0,3%"
"1623004963-1","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Romelu Lukaku","Belgien","Angreb","8.500.000","27,2%"
"1623004963-21","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Thibaut Courtois","Belgien","Mål","6.000.000","3,1%"
"1623004963-58","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lorenzo Insigne","Italien","Angreb","5.000.000","7,3%"
"1623004963-610","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lassi Lappalainen","Finland","Midtbane","2.000.000","0,0%"
"1623004963-53","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Paul Pogba","Frankrig","Midtbane","5.000.000","11,1%"
"1623004963-172","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Xherdan Shaqiri","Schweiz","Midtbane","4.000.000","2,3%"
"1623004963-88","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Wissam Ben Yedder","Frankrig","Angreb","4.500.000","0,2%"
"1623004963-66","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Gareth Bale","Wales","Angreb","5.000.000","2,0%"
"1623004963-73","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Timothy Castagne","Belgien","Forsvar","4.500.000","1,1%"
"1623004963-476","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Taylan Antalyali","Tyrkiet","Midtbane","2.500.000","0,1%"
"1623004963-118","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jason Denayer","Belgien","Forsvar","4.000.000","2,1%"
"1623004963-295","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nikola Vlasic","Kroatien","Midtbane","3.000.000","0,6%"
"1623004963-236","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mario Fernandes","Rusland","Forsvar","3.500.000","0,1%"
"1623004963-515","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Adama Traore Diarra","Spanien","Angreb","2.500.000","0,5%"
"1623004963-481","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Vitaliy Mykolenko","Ukraine","Forsvar","2.500.000","0,4%"
"1623004963-361","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nico Elvedi","Schweiz","Forsvar","3.000.000","0,6%"
"1623004963-330","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Bartosz Bereszynski","Polen","Forsvar","3.000.000","0,2%"
"1623004963-354","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Diego Llorente Rios","Spanien","Forsvar","3.000.000","0,4%"
"1623004963-215","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jamal Musiala","Tyskland","Midtbane","3.500.000","0,4%"
"1623004963-405","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Irfan Can Kahveci","Tyrkiet","Midtbane","3.000.000","0,0%"
"1623004963-48","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kasper Schmeichel","Danmark","Mål","5.000.000","41,0%"
"1623004963-603","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Akos Kecskes","Ungarn","Forsvar","2.000.000","0,0%"
"1623004963-267","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kieffer Moore","Wales","Angreb","3.500.000","0,1%"
"1623004963-570","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andreas Granqvist","Sverige","Forsvar","2.000.000","0,7%"
"1623004963-618","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Artem Besedin","Ukraine","Angreb","2.000.000","0,1%"
"1623004963-583","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jens-Lys Cajuste","Sverige","Midtbane","2.000.000","0,6%"
"1623004963-506","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Pepe","Portugal","Forsvar","2.500.000","3,4%"
"1623004963-414","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marco Friedl","Østrig","Forsvar","2.500.000","0,2%"
"1623004963-155","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Arkadiusz Milik","Polen","Angreb","4.000.000","0,7%"
"1623004963-246","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ludwig Augustinsson","Sverige","Forsvar","3.500.000","0,3%"
"1623004963-511","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Konrad Laimer","Østrig","Midtbane","2.500.000","0,4%"
"1623004963-209","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kurt Zouma","Frankrig","Forsvar","3.500.000","0,4%"
"1623004963-507","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","William Carvalho","Portugal","Midtbane","2.500.000","0,5%"
"1623004963-258","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Yusuf Yazici","Tyrkiet","Angreb","3.500.000","0,4%"
"1623004963-164","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Koke","Spanien","Midtbane","4.000.000","3,0%"
"1623004963-288","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Michael Gregoritsch","Østrig","Angreb","3.000.000","0,1%"
"1623004963-461","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stuart Armstrong","Skotland","Midtbane","2.500.000","0,5%"
"1623004963-165","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Rodrigo Hernandez","Spanien","Midtbane","4.000.000","0,5%"
"1623004963-305","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jens Stryger Larsen","Danmark","Forsvar","3.000.000","3,0%"
"1623004963-525","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Fredrik Jensen","Finland","Midtbane","2.500.000","0,0%"
"1623004963-397","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marek Rodak","Slovakiet","Mål","3.000.000","0,1%"
"1623004963-271","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mats Hummels","Tyskland","Forsvar","3.500.000","1,7%"
"1623004963-337","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Georgi Dzhikiya","Rusland","Forsvar","3.000.000","0,1%"
"1623004963-568","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Chris Mepham","Wales","Forsvar","2.000.000","0,2%"
"1623004963-262","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ruslan Malinovskyi","Ukraine","Midtbane","3.500.000","2,0%"
"1623004963-89","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Bernd Leno","Tyskland","Mål","4.500.000","0,1%"
"1623004963-129","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daniel Wass","Danmark","Midtbane","4.000.000","1,1%"
"1623004963-140","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Matthias Ginter","Tyskland","Forsvar","4.000.000","0,4%"
"1623004963-601","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Michal Sadilek","Tjekkiet","Midtbane","2.000.000","0,2%"
"1623004963-196","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jiri Pavlenka","Tjekkiet","Mål","3.500.000","0,1%"
"1623004963-135","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Benjamin Pavard","Frankrig","Forsvar","4.000.000","7,8%"
"1623004963-519","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Adam Bogdan","Ungarn","Mål","2.500.000","0,2%"
"1623004963-309","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jude Bellingham","England","Midtbane","3.000.000","5,2%"
"1623004963-297","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ante Budimir","Kroatien","Angreb","3.000.000","0,1%"
"1623004963-362","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ruben Vargas","Schweiz","Midtbane","3.000.000","0,1%"
"1623004963-451","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Enis Bardhi","Nordmakedonien","Midtbane","2.500.000","0,1%"
"1623004963-266","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daniel Owen James","Wales","Midtbane","3.500.000","0,7%"
"1623004963-30","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Simon Mignolet","Belgien","Mål","5.500.000","0,2%"
"1623004963-31","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Thorgan Hazard","Belgien","Midtbane","5.500.000","2,0%"
"1623004963-444","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Damjan Shishkovski","Nordmakedonien","Mål","2.500.000","0,2%"
"1623004963-204","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Luke Shaw","England","Forsvar","3.500.000","23,3%"
"1623004963-200","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mikkel Damsgaard","Danmark","Midtbane","3.500.000","2,9%"
"1623004963-195","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mario Pasalic","Kroatien","Midtbane","3.500.000","0,5%"
"1623004963-84","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ben Chilwell","England","Forsvar","4.500.000","1,3%"
"1623004963-169","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dejan Kulusevski","Sverige","Midtbane","4.000.000","0,9%"
"1623004963-504","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","James Forrest","Skotland","Angreb","2.500.000","0,1%"
"1623004963-145","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nicolo Barella","Italien","Midtbane","4.000.000","6,7%"
"1623004963-120","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nacer Chadli","Belgien","Midtbane","4.000.000","0,6%"
"1623004963-317","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Willi Orban","Ungarn","Forsvar","3.000.000","0,1%"
"1623004963-55","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robin Gosens","Tyskland","Forsvar","5.000.000","0,7%"
"1623004963-523","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Szabolcs Schön","Ungarn","Angreb","2.500.000","0,1%"
"1623004963-510","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Julian Baumgartlinger","Østrig","Forsvar","2.500.000","0,1%"
"1623004963-232","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joao Palhinha","Portugal","Midtbane","3.500.000","0,1%"
"1623004963-312","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robin Lod","Finland","Midtbane","3.000.000","0,1%"
"1623004963-495","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mateusz Klich","Polen","Midtbane","2.500.000","0,6%"
"1623004963-589","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jakub Brabec","Tjekkiet","Forsvar","2.000.000","0,1%"
"1623004963-390","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Anders 'AC' Christiansen","Danmark","Midtbane","3.000.000","0,5%"
"1623004963-70","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Matz Sels","Belgien","Mål","5.000.000","0,0%"
"1623004963-537","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daniel O'Shaughnessy","Finland","Forsvar","2.000.000","0,2%"
"1623004963-399","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Bukayo Saka","England","Angreb","3.000.000","1,0%"
"1623004963-536","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David Zima","Tjekkiet","Forsvar","2.000.000","0,3%"
"1623004963-263","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Danny Ward","Wales","Mål","3.500.000","0,3%"
"1623004963-526","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marcus Forss","Finland","Angreb","2.500.000","0,0%"
"1623004963-122","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Josip Brekalo","Kroatien","Angreb","4.000.000","0,2%"
"1623004963-438","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Laszlo Kleinheisler","Ungarn","Midtbane","2.500.000","0,1%"
"1623004963-133","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","John Stones","England","Forsvar","4.000.000","11,2%"
"1623004963-529","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ridvan Yilmaz","Tyrkiet","Forsvar","2.500.000","0,0%"
"1623004963-470","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Michal Duris","Slovakiet","Angreb","2.500.000","0,1%"
"1623004963-42","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Thomas Müller","Tyskland","Angreb","5.500.000","5,1%"
"1623004963-311","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Glen Kamara","Finland","Midtbane","3.000.000","0,1%"
"1623004963-617","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Roman Bezus","Ukraine","Midtbane","2.000.000","0,1%"
"1623004963-556","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Scott McKenna","Skotland","Forsvar","2.000.000","0,1%"
"1623004963-18","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Bernardo Silva","Portugal","Midtbane","6.500.000","1,1%"
"1623004963-190","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Hans Vanaken","Belgien","Midtbane","3.500.000","0,2%"
"1623004963-168","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Viktor Claesson","Sverige","Midtbane","4.000.000","0,1%"
"1623004963-280","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andriy Pyatov","Ukraine","Mål","3.500.000","0,0%"
"1623004963-442","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Giovanni Di Lorenzo","Italien","Forsvar","2.500.000","17,8%"
"1623004963-186","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stefan Lainer","Østrig","Forsvar","3.500.000","0,6%"
