web-scraper-order,web-scraper-start-url,player,team,postion,value,popularity
"1623004963-417","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Domagoj Vida","Kroatien","Forsvar","2.500.000","2,1%"
"1623004963-482","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marlos Bonfim","Ukraine","Midtbane","2.500.000","0,1%"
"1623004963-220","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Francesco Acerbi","Italien","Forsvar","3.500.000","0,3%"
"1623004963-497","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Denis Cheryshev","Rusland","Midtbane","2.500.000","0,3%"
"1623004963-546","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ferhan Hasani","Nordmakedonien","Midtbane","2.000.000","0,2%"
"1623004963-342","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Craig Gordon","Skotland","Mål","3.000.000","0,1%"
"1623004963-373","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Serhiy Sydorchuk","Ukraine","Midtbane","3.000.000","0,1%"
"1623004963-68","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joao Cancelo","Portugal","Forsvar","5.000.000","1,2%"
"1623004963-554","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daniil Fomin","Rusland","Midtbane","2.000.000","0,1%"
"1623004963-27","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jordan Pickford","England","Mål","6.000.000","0,6%"
"1623004963-17","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ciro Immobile","Italien","Angreb","6.500.000","13,6%"
"1623004963-111","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marko Arnautovic","Østrig","Angreb","4.500.000","0,4%"
"1623004963-548","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marjan Radeski","Nordmakedonien","Angreb","2.000.000","0,2%"
"1623004963-435","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Loic Nego","Ungarn","Midtbane","2.500.000","0,2%"
"1623004963-412","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Alessandro Schöpf","Østrig","Midtbane","2.500.000","0,2%"
"1623004963-170","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robin Quaison","Sverige","Midtbane","4.000.000","0,1%"
"1623004963-293","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mateo Kovacic","Kroatien","Midtbane","3.000.000","5,6%"
"1623004963-303","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ales Mandous","Tjekkiet","Mål","3.000.000","0,1%"
"1623004963-299","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Vladimir Coufal","Tjekkiet","Forsvar","3.000.000","0,9%"
"1623004963-434","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Attila Fiola","Ungarn","Forsvar","2.500.000","0,1%"
"1623004963-193","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Simon Sluga","Kroatien","Mål","3.500.000","0,1%"
"1623004963-421","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Michael Krmencik","Tjekkiet","Angreb","2.500.000","0,1%"
"1623004963-287","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Louis Schaub","Østrig","Midtbane","3.000.000","0,1%"
"1623004963-108","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kristoffer Nordfeldt","Sverige","Mål","4.500.000","0,1%"
"1623004963-460","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jack Hendry","Skotland","Forsvar","2.500.000","0,1%"
"1623004963-401","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lukas Hradecky","Finland","Mål","3.000.000","0,2%"
"1623004963-180","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kevin Volland","Tyskland","Angreb","4.000.000","0,1%"
"1623004963-314","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Moussa Sissoko","Frankrig","Midtbane","3.000.000","1,5%"
"1623004963-534","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stefan Posch","Østrig","Forsvar","2.000.000","1,4%"
"1623004963-188","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dedryck Boyata","Belgien","Forsvar","3.500.000","1,0%"
"1623004963-398","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Bryan Cristante","Italien","Midtbane","3.000.000","0,1%"
"1623004963-153","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Wojciech Szczesny","Polen","Mål","4.000.000","3,8%"
"1623004963-105","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Marcos Llorente","Spanien","Midtbane","4.500.000","4,5%"
"1623004963-501","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Declan Gallagher","Skotland","Forsvar","2.500.000","0,1%"
"1623004963-466","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jan Gregus","Slovakiet","Midtbane","2.500.000","0,1%"
"1623004963-268","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Bruno Petkovic","Kroatien","Angreb","3.500.000","0,2%"
"1623004963-26","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Timo Werner","Tyskland","Angreb","6.000.000","2,6%"
"1623004963-426","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tyrone Mings","England","Forsvar","2.500.000","0,6%"
"1623004963-403","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Viktor Tsygankov","Ukraine","Midtbane","3.000.000","0,1%"
"1623004963-483","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Yevhen Makarenko","Ukraine","Midtbane","2.500.000","0,1%"
"1623004963-441","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David Siger","Ungarn","Midtbane","2.500.000","0,1%"
"1623004963-448","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Darko Velkovski","Nordmakedonien","Forsvar","2.500.000","0,1%"
"1623004963-205","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Declan Rice","England","Midtbane","3.500.000","8,5%"
"1623004963-25","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Leon Goretzka","Tyskland","Midtbane","6.000.000","0,5%"
"1623004963-432","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joni Kauko","Finland","Midtbane","2.500.000","0,1%"
"1623004963-237","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Rifat Zhemaletdinov","Rusland","Midtbane","3.500.000","0,1%"
"1623004963-623","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Rubin Colwill","Wales","Midtbane","2.000.000","0,1%"
"1623004963-540","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Onni Valakari","Finland","Midtbane","2.000.000","0,1%"
"1623004963-277","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jordan Henderson","England","Midtbane","3.500.000","1,4%"
"1623004963-569","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tyler Roberts","Wales","Angreb","2.000.000","0,7%"
"1623004963-386","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robin Koch","Tyskland","Forsvar","3.000.000","0,1%"
"1623004963-64","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daniel Olmo","Spanien","Angreb","5.000.000","0,8%"
"1623004963-464","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Peter Pekarik","Slovakiet","Forsvar","2.500.000","0,1%"
"1623004963-284","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andreas Ulmer","Østrig","Forsvar","3.000.000","1,0%"
"1623004963-505","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nelson Semedo","Portugal","Forsvar","2.500.000","1,2%"
"1623004963-95","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Federico Chiesa","Italien","Midtbane","4.500.000","27,4%"
"1623004963-289","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stefan Ilsanker","Østrig","Midtbane","3.000.000","0,2%"
"1623004963-319","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Adam Szalai","Ungarn","Angreb","3.000.000","0,1%"
"1623004963-355","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Fabian Ruiz","Spanien","Midtbane","3.000.000","1,1%"
"1623004963-13","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dries Mertens","Belgien","Angreb","7.000.000","0,9%"
"1623004963-527","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Fabian Schär","Schweiz","Forsvar","2.500.000","0,3%"
"1623004963-582","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Gustav Svensson","Sverige","Midtbane","2.000.000","0,2%"
"1623004963-86","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Raphaël Varane","Frankrig","Forsvar","4.500.000","5,9%"
"1623004963-60","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Maarten Stekelenburg","Holland","Mål","5.000.000","0,1%"
"1623004963-296","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mislav Orsic","Kroatien","Angreb","3.000.000","0,7%"
"1623004963-313","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joel Pohjanpalo","Finland","Angreb","3.000.000","0,1%"
"1623004963-44","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Thomas Meunier","Belgien","Forsvar","5.000.000","1,4%"
"1623004963-71","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Wout Weghorst","Holland","Angreb","5.000.000","0,6%"
"1623004963-208","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Leo Dubois","Frankrig","Forsvar","3.500.000","0,1%"
"1623004963-585","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David Turnbull","Skotland","Midtbane","2.000.000","0,2%"
"1623004963-443","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Rafael Toloi","Italien","Forsvar","2.500.000","1,4%"
"1623004963-544","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Egzon Bejtulai","Nordmakedonien","Forsvar","2.000.000","0,1%"
"1623004963-382","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jules Kounde","Frankrig","Forsvar","3.000.000","0,3%"
"1623004963-148","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daley Blind","Holland","Forsvar","4.000.000","0,8%"
"1623004963-469","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robert Mak","Slovakiet","Midtbane","2.500.000","0,2%"
"1623004963-602","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Bendeguz Bolla","Ungarn","Forsvar","2.000.000","0,0%"
"1623004963-565","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mert Muldur","Tyrkiet","Forsvar","2.000.000","0,3%"
"1623004963-291","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Sime Vrsaljko","Kroatien","Forsvar","3.000.000","1,3%"
"1623004963-210","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lucas Digne","Frankrig","Forsvar","3.500.000","0,9%"
"1623004963-512","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Alex Kral","Tjekkiet","Midtbane","2.500.000","0,1%"
"1623004963-24","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Toni Kroos","Tyskland","Midtbane","6.000.000","1,3%"
"1623004963-591","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Gjoko Zajkov","Nordmakedonien","Forsvar","2.000.000","0,1%"
"1623004963-109","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Hakan Calhanoglu","Tyrkiet","Midtbane","4.500.000","2,4%"
"1623004963-15","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ilkay Gündogan","Tyskland","Midtbane","7.000.000","0,6%"
"1623004963-217","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Roland Sallai","Ungarn","Angreb","3.500.000","0,1%"
"1623004963-609","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Thomas Lam","Finland","Midtbane","2.000.000","0,0%"
"1623004963-8","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Serge Gnabry","Tyskland","Angreb","7.500.000","0,8%"
"1623004963-520","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Filip Holender","Ungarn","Midtbane","2.500.000","0,0%"
"1623004963-433","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Attila Szalai","Ungarn","Forsvar","2.500.000","0,1%"
"1623004963-590","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Petr Sevcik","Tjekkiet","Midtbane","2.000.000","0,1%"
"1623004963-371","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Oleksandr Karavayev","Ukraine","Forsvar","3.000.000","0,2%"
"1623004963-318","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kevin Varga","Ungarn","Angreb","3.000.000","0,1%"
"1623004963-80","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jonas Lössl","Danmark","Mål","4.500.000","0,1%"
"1623004963-600","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lukas Haraslin","Slovakiet","Midtbane","2.000.000","0,1%"
"1623004963-285","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Aleksandar Dragovic","Østrig","Forsvar","3.000.000","0,7%"
"1623004963-455","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Vyacheslav Karavaev","Rusland","Forsvar","2.500.000","0,1%"
"1623004963-274","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nathan Ake","Holland","Forsvar","3.500.000","0,4%"
"1623004963-159","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Aleksandr Golovin","Rusland","Midtbane","4.000.000","0,3%"
"1623004963-409","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ben T. Davies","Wales","Forsvar","3.000.000","0,1%"
"1623004963-99","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Rui Patricio","Portugal","Mål","4.500.000","2,8%"
"1623004963-174","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Haris Seferovic","Schweiz","Angreb","4.000.000","0,9%"
"1623004963-622","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Matthew Smith","Wales","Midtbane","2.000.000","0,1%"
"1623004963-235","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Rafa Silva","Portugal","Angreb","3.500.000","0,3%"
"1623004963-358","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Albin Ekdal","Sverige","Midtbane","3.000.000","0,2%"
"1623004963-222","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stefano Sensi","Italien","Midtbane","3.500.000","0,2%"
"1623004963-541","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Adam Lang","Ungarn","Forsvar","2.000.000","0,1%"
"1623004963-301","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lukas Masopust","Tjekkiet","Midtbane","3.000.000","0,1%"
"1623004963-5","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Cristiano Ronaldo","Portugal","Angreb","8.000.000","8,2%"
"1623004963-608","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Pyry Soiri","Finland","Forsvar","2.000.000","0,1%"
"1623004963-356","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mikael Lustig","Sverige","Forsvar","3.000.000","0,3%"
"1623004963-163","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jose Luis Gaya","Spanien","Forsvar","4.000.000","0,4%"
"1623004963-286","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Florian Grillitsch","Østrig","Midtbane","3.000.000","0,3%"
"1623004963-539","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tim Sparv","Finland","Midtbane","2.000.000","0,3%"
"1623004963-310","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jesse Joronen","Finland","Mål","3.000.000","0,1%"
"1623004963-273","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Aymeric Laporte","Spanien","Forsvar","3.500.000","7,4%"
"1623004963-203","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Reece James","England","Forsvar","3.500.000","1,2%"
"1623004963-91","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Salvatore Sirigu","Italien","Mål","4.500.000","0,1%"
"1623004963-103","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Sergio Busquets","Spanien","Midtbane","4.500.000","1,3%"
"1623004963-349","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Che Adams","Skotland","Angreb","3.000.000","0,3%"
"1623004963-33","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Phil Foden","England","Angreb","5.500.000","10,4%"
"1623004963-260","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Anatolii Trubin","Ukraine","Mål","3.500.000","0,0%"
"1623004963-447","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stefan Ristovski","Nordmakedonien","Forsvar","2.500.000","0,1%"
"1623004963-425","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Christian Nørgaard","Danmark","Midtbane","2.500.000","0,9%"
"1623004963-213","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lukas Klostermann","Tyskland","Forsvar","3.500.000","0,7%"
"1623004963-605","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Sauli Väisänen","Finland","Forsvar","2.000.000","0,0%"
"1623004963-383","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jonas Hofmann","Tyskland","Midtbane","3.000.000","0,2%"
"1623004963-219","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Leonardo Spinazzola","Italien","Forsvar","3.500.000","3,5%"
"1623004963-239","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David Marshall","Skotland","Mål","3.500.000","0,2%"
"1623004963-616","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Georgiy Sudakov","Ukraine","Midtbane","2.000.000","0,1%"
"1623004963-498","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Roman Zobnin","Rusland","Midtbane","2.500.000","0,1%"
"1623004963-542","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Endre Botka","Ungarn","Forsvar","2.000.000","0,1%"
"1623004963-561","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Martin Koscelnik","Slovakiet","Forsvar","2.000.000","0,1%"
"1623004963-530","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dorukhan Tokoz","Tyrkiet","Midtbane","2.500.000","0,0%"
"1623004963-332","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kamil Jozwiak","Polen","Midtbane","3.000.000","0,2%"
"1623004963-46","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andrej Kramaric","Kroatien","Angreb","5.000.000","0,9%"
"1623004963-65","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Alexander Isak","Sverige","Angreb","5.000.000","0,5%"
"1623004963-77","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ivan Perisic","Kroatien","Angreb","4.500.000","3,2%"
"1623004963-457","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Anton Zabolotny","Rusland","Angreb","2.500.000","0,1%"
"1623004963-202","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kieran Trippier","England","Forsvar","3.500.000","2,6%"
"1623004963-142","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Emre Can","Tyskland","Forsvar","4.000.000","0,5%"
"1623004963-117","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Thomas Vermaelen","Belgien","Forsvar","4.000.000","0,5%"
"1623004963-52","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mike Maignan","Frankrig","Mål","5.000.000","0,1%"
"1623004963-370","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Sergiy Kryvtsov","Ukraine","Forsvar","3.000.000","0,1%"
"1623004963-578","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Domagoj Bradaric","Kroatien","Forsvar","2.000.000","0,2%"
"1623004963-212","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","N'Golo Kante","Frankrig","Midtbane","3.500.000","36,4%"
"1623004963-147","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Matthijs de Ligt","Holland","Forsvar","4.000.000","14,5%"
"1623004963-553","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Przemyslaw Placheta","Polen","Midtbane","2.000.000","0,1%"
"1623004963-61","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Anthony Lopes","Portugal","Mål","5.000.000","0,5%"
"1623004963-261","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Olexandr Zinchenko","Ukraine","Midtbane","3.500.000","0,8%"
"1623004963-264","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Wayne Hennessey","Wales","Mål","3.500.000","0,1%"
"1623004963-606","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robert Ivanov","Finland","Forsvar","2.000.000","0,0%"
"1623004963-113","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Alexander Schlager","Østrig","Mål","4.000.000","1,0%"
"1623004963-234","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ruben Neves","Portugal","Midtbane","3.500.000","2,1%"
"1623004963-575","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Igor Diveev","Rusland","Forsvar","2.000.000","0,1%"
"1623004963-615","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Taras Stepanenko","Ukraine","Midtbane","2.000.000","0,1%"
"1623004963-350","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dusan Kuciak","Slovakiet","Mål","3.000.000","0,1%"
"1623004963-364","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Denis Zakaria","Schweiz","Midtbane","3.000.000","0,3%"
"1623004963-158","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Anton Shunin","Rusland","Mål","4.000.000","0,1%"
"1623004963-335","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andrei Semenov","Rusland","Forsvar","3.000.000","0,1%"
"1623004963-360","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kevin Mbabu","Schweiz","Forsvar","3.000.000","0,8%"
"1623004963-453","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Aleksandar Trajkovski","Nordmakedonien","Angreb","2.500.000","0,2%"
"1623004963-9","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Memphis Depay","Holland","Angreb","7.500.000","13,8%"
"1623004963-39","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joao Felix","Portugal","Angreb","5.500.000","1,8%"
"1623004963-132","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kasper Dolberg","Danmark","Angreb","4.000.000","2,1%"
"1623004963-197","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Antonin Barak","Tjekkiet","Midtbane","3.500.000","0,1%"
"1623004963-440","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Roland Varga","Ungarn","Angreb","2.500.000","0,1%"
"1623004963-192","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jeremy Doku","Belgien","Angreb","3.500.000","0,3%"
"1623004963-275","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stefan de Vrij","Holland","Forsvar","3.500.000","1,2%"
"1623004963-580","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Josko Gvardiol","Kroatien","Forsvar","2.000.000","0,1%"
"1623004963-502","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Greg Taylor","Skotland","Forsvar","2.500.000","0,1%"
"1623004963-98","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Steven Berghuis","Holland","Angreb","4.500.000","1,8%"
"1623004963-136","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Presnel Kimpembe","Frankrig","Forsvar","4.000.000","4,3%"
"1623004963-114","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","David Alaba","Østrig","Midtbane","4.000.000","5,7%"
"1623004963-244","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mikel Oyarzabal","Spanien","Angreb","3.500.000","1,2%"
"1623004963-306","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Robert Skov","Danmark","Angreb","3.000.000","1,5%"
"1623004963-418","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Milan Badelj","Kroatien","Midtbane","2.500.000","0,3%"
"1623004963-577","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Luka Ivanusec","Kroatien","Midtbane","2.000.000","0,3%"
"1623004963-54","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kingsley Coman","Frankrig","Angreb","5.000.000","1,1%"
"1623004963-545","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kire Ristevski","Nordmakedonien","Forsvar","2.000.000","0,1%"
"1623004963-471","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Pierre Bengtsson","Sverige","Forsvar","2.500.000","0,0%"
"1623004963-82","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Yussuf Poulsen","Danmark","Angreb","4.500.000","3,9%"
"1623004963-2","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Harry Kane","England","Angreb","8.500.000","23,7%"
"1623004963-604","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Leo Väisänen","Finland","Forsvar","2.000.000","0,0%"
"1623004963-302","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tomas Pekhart","Tjekkiet","Angreb","3.000.000","0,1%"
"1623004963-596","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Krste Velkoski","Nordmakedonien","Angreb","2.000.000","0,1%"
"1623004963-179","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Corentin Tolisso","Frankrig","Midtbane","4.000.000","0,4%"
"1623004963-493","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tomasz Kedziora","Polen","Forsvar","2.500.000","0,1%"
"1623004963-228","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lukasz Fabianski","Polen","Mål","3.500.000","0,3%"
"1623004963-340","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Aleksandr Sobolev","Rusland","Angreb","3.000.000","0,1%"
"1623004963-472","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Emil Krafth","Sverige","Forsvar","2.500.000","0,1%"
