web-scraper-order,web-scraper-start-url,player,team,postion,value,popularity
1624189734-2358,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Denis Cheryshev,Portugal,Forsvar,2.490.000,"0,0%"
1624189734-2007,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Thomas Müller,Frankrig,Midtbane,4.046.000,"2,4%"
1624189734-2088,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Antoine Griezmann,Tjekkiet,Midtbane,3.507.000,"0,1%"
1624189734-1991,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jere Uronen,Frankrig,Forsvar,4.087.000,"2,5%"
1624189734-2321,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Nathan Patterson,Kroatien,Midtbane,2.490.000,"0,2%"
1624189734-2391,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,David Alaba,Nordmakedonien,Forsvar,2.444.000,"0,0%"
1624189734-2217,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Toby Alderweireld,Skotland,Mål,2.990.000,"0,0%"
1624189734-2114,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Rui Patricio,Schweiz,Midtbane,3.490.000,"0,1%"
1624189734-2093,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Admir Mehmedi,Belgien,Midtbane,3.490.000,"0,1%"
1624189734-1899,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Benjamin Pavard,England,Angreb,5.534.000,"9,2%"
1624189734-2258,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Krste Velkoski,Danmark,Forsvar,2.976.000,"1,9%"
1624189734-2260,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Sergio Oliveira,Schweiz,Angreb,2.968.000,"0,2%"
1624189734-2253,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Albin Ekdal,Skotland,Midtbane,2.979.000,"0,1%"
1624189734-2170,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Filip Holender,Østrig,Midtbane,3.030.000,"0,1%"
1624189734-2368,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Robin Gosens,Ungarn,Midtbane,2.480.000,"0,0%"
1624189734-2039,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Artem Besedin,Danmark,Midtbane,3.970.000,"5,3%"
1624189734-2025,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Lukas Masopust,Danmark,Mål,3.990.000,"0,0%"
1624189734-1921,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Mario Pasalic,England,Angreb,5.027.000,"0,2%"
1624189734-2053,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Adam Szalai,Belgien,Forsvar,3.607.000,"1,0%"
1624189734-2119,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Chris Gunter,Holland,Angreb,3.490.000,"0,3%"
1624189734-1944,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Roman Evgenjev,Spanien,Angreb,4.556.000,"7,4%"
1624189734-2384,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Simon Sluga,Ungarn,Angreb,2.463.000,"0,0%"
1624189734-2315,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Manuel Akanji,Kroatien,Forsvar,2.498.000,"1,9%"
1624189734-2196,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Borna Barisic,Ukraine,Midtbane,3.000.000,"0,2%"
1624189734-2248,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Artem Dovbyk,Skotland,Angreb,2.987.000,"0,1%"
1624189734-2091,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Haris Seferovic,Schweiz,Mål,3.495.000,"0,0%"
1624189734-1973,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Attila Fiola,Wales,Midtbane,4.231.000,"0,4%"
1624189734-2150,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Peter Gulacsi,Nordmakedonien,Mål,3.114.000,"0,1%"
1624189734-1919,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Joao Felix,Kroatien,Angreb,5.048.000,"0,6%"
1624189734-2444,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Vladimir Weiss,Kroatien,Forsvar,1.990.000,"0,2%"
1624189734-2178,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jordan Larsson,Holland,Forsvar,3.027.000,"0,1%"
1624189734-2194,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Presnel Kimpembe,Polen,Forsvar,3.000.000,"0,7%"
1624189734-2438,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Denes Dibusz,Tyrkiet,Midtbane,1.990.000,"0,1%"
1624189734-2298,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jordan Lotomba,Ukraine,Forsvar,2.532.000,"3,2%"
1624189734-1948,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Scott McKenna,Italien,Angreb,4.527.000,"0,9%"
1624189734-2138,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Leo Dubois,Polen,Midtbane,3.449.000,"0,2%"
1624189734-2357,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Alex Kral,England,Forsvar,2.490.000,"0,2%"
1624189734-1882,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Mats Hummels,England,Mål,6.224.000,"0,6%"
1624189734-2018,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Georgiy Sudakov,Danmark,Midtbane,4.000.000,"9,3%"
1624189734-1941,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Tomas Koubek,England,Forsvar,4.587.000,"3,5%"
1624189734-2124,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Dusan Kuciak,Danmark,Angreb,3.489.000,"13,4%"
1624189734-2399,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Joe Allen,Østrig,Forsvar,2.044.000,"0,1%"
1624189734-2456,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Andriy Yarmolenko,Ungarn,Forsvar,1.990.000,"0,0%"
1624189734-1949,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Taras Stepanenko,Spanien,Midtbane,4.526.000,"2,9%"
1624189734-2382,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Raphael Guerreiro,Nordmakedonien,Midtbane,2.464.000,"0,4%"
1624189734-2415,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ruben Neves,Ungarn,Midtbane,2.007.000,"0,0%"
1624189734-1998,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jan Bednarek,Sverige,Midtbane,4.064.000,"0,3%"
1624189734-2251,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kingsley Coman,Østrig,Midtbane,2.979.000,"0,2%"
1624189734-2442,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Robin Olsen,Polen,Angreb,1.990.000,"0,3%"
1624189734-2465,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kurt Zouma,Ukraine,Midtbane,1.990.000,"0,1%"
1624189734-1927,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Eduard Sobol,Portugal,Mål,4.990.000,"0,3%"
1624189734-2466,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kevin Varga,Wales,Forsvar,1.990.000,"0,1%"
1624189734-2403,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Denis Vavro,Slovakiet,Forsvar,2.028.000,"0,1%"
1624189734-2295,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,N'Golo Kante,Belgien,Midtbane,2.537.000,"5,9%"
1624189734-2433,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Grant Hanley,Polen,Midtbane,1.990.000,"0,1%"
1624189734-2325,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ivan Schranz,Finland,Midtbane,2.490.000,"0,0%"
1624189734-2319,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Tim Krul,Østrig,Forsvar,2.490.000,"0,0%"
1624189734-2275,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Anton Shunin,Portugal,Forsvar,2.602.000,"6,9%"
1624189734-2044,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Christoph Baumgartner,Sverige,Forsvar,3.687.000,"0,8%"
1624189734-2337,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Merih Demiral,Sverige,Forsvar,2.490.000,"0,1%"
1624189734-2162,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Rui Silva,Nordmakedonien,Midtbane,3.039.000,"0,2%"
1624189734-2404,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Konrad Laimer,Slovakiet,Midtbane,2.028.000,"0,1%"
1624189734-2392,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Irfan Can Kahveci,Tyrkiet,Forsvar,2.444.000,"1,0%"
1624189734-1988,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Joni Kauko,Holland,Midtbane,4.098.000,"32,1%"
1624189734-2118,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Gustav Svensson,Spanien,Forsvar,3.490.000,"0,9%"
1624189734-2474,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jakub Pesek,Finland,Forsvar,1.987.000,"0,0%"
1624189734-2109,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Dennis Praet,Portugal,Midtbane,3.490.000,"0,1%"
1624189734-1864,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Martin Koscelnik,England,Angreb,8.554.000,"21,8%"
1624189734-1885,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Nikolai Alho,Belgien,Angreb,6.134.000,"2,6%"
1624189734-2335,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Goncalo Guedes,Ukraine,Midtbane,2.490.000,"0,1%"
1624189734-2436,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Alessandro Schöpf,Skotland,Midtbane,1.990.000,"0,1%"
1624189734-2102,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Vlatko Stojanovski,Tyskland,Forsvar,3.490.000,"0,5%"
1624189734-2313,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Maciej Rybus,Skotland,Angreb,2.508.000,"0,1%"
1624189734-2344,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Karl-Johan Johnsson,Danmark,Forsvar,2.490.000,"0,4%"
1624189734-2351,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Marcus Thuram,Finland,Mål,2.490.000,"0,6%"
1624189734-2171,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Arijan Ademi,Polen,Midtbane,3.030.000,"0,1%"
1624189734-2426,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Diogo Dalot,Finland,Forsvar,1.990.000,"0,0%"
1624189734-2047,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Adrien Rabiot,Italien,Angreb,3.664.000,"6,8%"
1624189734-1975,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Antonin Barak,Sverige,Midtbane,4.209.000,"1,3%"
1624189734-1999,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Lucas Hernandez,Frankrig,Angreb,4.054.000,"2,5%"
1624189734-2180,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Milan Badelj,Spanien,Midtbane,3.024.000,"0,8%"
1624189734-2221,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Darko Velkovski,Sverige,Forsvar,2.990.000,"0,1%"
1624189734-1866,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Craig Gordon,Belgien,Midtbane,8.262.000,"3,5%"
1624189734-2105,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Edimilson Fernandes,Italien,Forsvar,3.490.000,"0,4%"
1624189734-2242,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Hans Vanaken,Tyrkiet,Angreb,2.990.000,"0,0%"
1624189734-2311,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Mario Gavranovic,Skotland,Angreb,2.514.000,"0,0%"
1624189734-1937,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ryan Christie,Østrig,Angreb,4.647.000,"0,3%"
1624189734-2153,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Xaver Schlager,Ukraine,Forsvar,3.082.000,"1,1%"
1624189734-2333,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Gergo Lovrencsics,Tyrkiet,Midtbane,2.490.000,"0,1%"
1624189734-2082,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Dedryck Boyata,Sverige,Midtbane,3.524.000,"0,2%"
1624189734-1964,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Quincy Promes,Holland,Mål,4.490.000,"0,0%"
1624189734-2200,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Szabolcs Schön,Kroatien,Angreb,2.998.000,"2,3%"
1624189734-2445,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Domagoj Vida,Kroatien,Forsvar,1.990.000,"0,1%"
1624189734-2000,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Serhiy Sydorchuk,Holland,Forsvar,4.054.000,"24,8%"
1624189734-2154,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ryan Fraser,Skotland,Forsvar,3.057.000,"0,6%"
1624189734-2051,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Gregor Kobel,Holland,Forsvar,3.618.000,"0,4%"
1624189734-2322,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Aaron Ramsey,Tjekkiet,Forsvar,2.490.000,"0,0%"
1624189734-2089,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Stole Dimitrievski,Frankrig,Angreb,3.507.000,"0,2%"
1624189734-2009,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Andrej Kramaric,Belgien,Forsvar,4.039.000,"2,0%"
1624189734-2074,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Domagoj Bradaric,Slovakiet,Midtbane,3.538.000,"0,1%"
1624189734-2043,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Joël Veltman,Italien,Forsvar,3.777.000,"21,6%"
1624189734-2206,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kamil Glik,Tjekkiet,Angreb,2.990.000,"0,1%"
1624189734-2348,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Orkun Kokcu,Ungarn,Mål,2.490.000,"0,3%"
1624189734-2291,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Vitaliy Mykolenko,Holland,Forsvar,2.541.000,"3,4%"
1624189734-2397,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Grzegorz Krychowiak,Rusland,Forsvar,2.076.000,"0,4%"
1624189734-2237,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Philipp Lienhart,Holland,Angreb,2.990.000,"0,1%"
1624189734-2062,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Bendeguz Bolla,Ungarn,Angreb,3.576.000,"0,0%"
1624189734-2166,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Eljif Elmas,Rusland,Midtbane,3.036.000,"0,1%"
1624189734-2057,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Tamas Cseri,Skotland,Mål,3.593.000,"0,1%"
1624189734-2142,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Sebastian Larsson,Rusland,Midtbane,3.214.000,"0,4%"
1624189734-2427,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Florian Grillitsch,Finland,Midtbane,1.990.000,"0,0%"
1624189734-2266,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jakub Swierczok,Tyrkiet,Forsvar,2.934.000,"1,8%"
1624189734-1972,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Roman Bezus,Ukraine,Angreb,4.332.000,"4,3%"
1624189734-2455,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Anthony Lopes,Tjekkiet,Midtbane,1.990.000,"0,1%"
1624189734-2462,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Rhys Norrington-Davies,Schweiz,Forsvar,1.990.000,"0,1%"
1624189734-2076,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Lubomir Satka,Wales,Midtbane,3.537.000,"0,2%"
1624189734-1871,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Axel Witsel,Tyskland,Angreb,7.550.000,"1,1%"
1624189734-2024,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Przemyslaw Placheta,Kroatien,Mål,3.990.000,"0,0%"
1624189734-2353,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Robert Taylor,Tyrkiet,Forsvar,2.490.000,"0,0%"
1624189734-1981,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Marco Friedl,Belgien,Forsvar,4.146.000,"3,3%"
1624189734-2021,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Pepe,Kroatien,Angreb,3.996.000,"0,1%"
1624189734-2121,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Victor Lindelöf,Ukraine,Mål,3.490.000,"0,0%"
1624189734-2177,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Pontus Jansson,Rusland,Angreb,3.027.000,"0,1%"
1624189734-2469,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ezgjan Alioski,Wales,Midtbane,1.990.000,"0,1%"
1624189734-2301,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Lukas Haraslin,Tjekkiet,Angreb,2.527.000,"0,1%"
1624189734-2320,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Zeki Celik,Kroatien,Forsvar,2.490.000,"0,1%"
1624189734-2038,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Frenkie de Jong,Danmark,Forsvar,3.970.000,"13,7%"
1624189734-2283,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Pyry Soiri,Rusland,Forsvar,2.576.000,"0,1%"
1624189734-1996,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Joao Palhinha,Rusland,Angreb,4.070.000,"0,9%"
1624189734-2276,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Eden Hazard,Tjekkiet,Forsvar,2.596.000,"0,1%"
1624189734-2473,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Yevhen Makarenko,Slovakiet,Midtbane,1.987.000,"0,0%"
1624189734-2210,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,John Fleck,Finland,Mål,2.990.000,"0,0%"
1624189734-2376,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Lukas Klostermann,Nordmakedonien,Forsvar,2.472.000,"0,1%"
1624189734-2077,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Lyndon Dykes,Ukraine,Midtbane,3.532.000,"1,8%"
1624189734-2329,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Anssi Jaakkola,Nordmakedonien,Mål,2.490.000,"0,2%"
1624189734-2434,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kamil Jozwiak,Rusland,Midtbane,1.990.000,"0,1%"
1624189734-1872,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Niko Hamalainen,Portugal,Midtbane,7.532.000,"4,3%"
1624189734-1984,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Emil Forsberg,Italien,Midtbane,4.124.000,"12,5%"
1624189734-2371,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ousmane Dembele,Schweiz,Forsvar,2.480.000,"0,4%"
1624189734-2050,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Filip Helander,Holland,Forsvar,3.658.000,"2,4%"
1624189734-2147,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kevin De Bruyne,Sverige,Forsvar,3.134.000,"0,2%"
1624189734-2160,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Abdulkadir Omur,Portugal,Midtbane,3.044.000,"1,0%"
1624189734-2215,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kevin Nisbet,Rusland,Forsvar,2.990.000,"0,0%"
1624189734-2331,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Marko Arnautovic,Rusland,Midtbane,2.490.000,"0,1%"
1624189734-2287,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Oleksandr Karavayev,Nordmakedonien,Angreb,2.546.000,"0,1%"
1624189734-2151,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Taylan Antalyali,Wales,Forsvar,3.096.000,"0,2%"
1624189734-2472,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kristoffer Olsson,Nordmakedonien,Forsvar,1.987.000,"0,1%"
1624189734-2125,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Marco Bizot,Schweiz,Midtbane,3.489.000,"0,1%"
1624189734-1970,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ante Rebic,Danmark,Angreb,4.480.000,"6,5%"
1624189734-2013,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Mile Skoric,Spanien,Midtbane,4.026.000,"2,8%"
1624189734-2213,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Denzel Dumfries,Polen,Mål,2.990.000,"0,1%"
1624189734-1977,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Kieran Tierney,Tjekkiet,Mål,4.176.000,"0,2%"
1624189734-2274,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Nathan Ake,Wales,Midtbane,2.616.000,"0,1%"
1624189734-2256,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Pavel Kaderabek,Kroatien,Midtbane,2.978.000,"5,0%"
1624189734-2254,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Thomas Lemar,Schweiz,Midtbane,2.979.000,"0,1%"
1624189734-2324,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jason Denayer,Danmark,Forsvar,2.490.000,"0,6%"
1624189734-2238,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Juraj Kucka,Slovakiet,Mål,2.990.000,"0,0%"
1624189734-1904,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Tomas Pekhart,England,Angreb,5.490.000,"1,2%"
1624189734-2152,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Adam Bogdan,Italien,Midtbane,3.084.000,"0,3%"
1624189734-1870,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jurrien Timber,Frankrig,Angreb,7.566.000,"4,9%"
1624189734-2168,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Igor Diveev,Ukraine,Forsvar,3.032.000,"0,3%"
1624189734-2410,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Cody Gakpo,Kroatien,Midtbane,2.017.000,"0,3%"
1624189734-1918,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Roland Sallai,Portugal,Angreb,5.054.000,"0,4%"
1624189734-2108,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Daler Kuzyaev,Portugal,Forsvar,3.490.000,"0,3%"
1624189734-2312,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,David Marshall,Portugal,Midtbane,2.510.000,"1,2%"
1624189734-1873,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Aleksei Miranchuk,Tyskland,Angreb,7.524.000,"0,4%"
1624189734-2064,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Onni Valakari,Holland,Forsvar,3.568.000,"9,5%"
1624189734-2107,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Caglar Soyuncu,Portugal,Forsvar,3.490.000,"0,5%"
1624189734-2364,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Roman Yaremchuk,Finland,Midtbane,2.487.000,"0,0%"
1624189734-2139,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Michal Sadilek,Italien,Midtbane,3.427.000,"29,2%"
1624189734-2117,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Becir Omeragic,Rusland,Mål,3.490.000,"0,0%"
1624189734-2363,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Harry Wilson,Skotland,Angreb,2.487.000,"0,0%"
1624189734-2369,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Serge Gnabry,Nordmakedonien,Midtbane,2.480.000,"0,0%"
1624189734-2478,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Lovre Kalinic,Nordmakedonien,Forsvar,1.971.000,"0,1%"
1624189734-1978,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Ridvan Yilmaz,Ukraine,Mål,4.167.000,"3,2%"
1624189734-2350,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jan Vertonghen,Ungarn,Angreb,2.490.000,"0,0%"
1624189734-2106,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Josip Brekalo,Polen,Mål,3.490.000,"0,2%"
1624189734-1985,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Andriy Pyatov,Schweiz,Angreb,4.115.000,"0,8%"
1624189734-2347,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Aleksandr Sobolev,Holland,Midtbane,2.490.000,"0,3%"
1624189734-2270,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Matthew Smith,England,Forsvar,2.654.000,"4,5%"
1624189734-2185,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Matej Vydra,Østrig,Forsvar,3.010.000,"0,2%"
1624189734-2316,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Josip Juranovic,Østrig,Angreb,2.497.000,"0,1%"
1624189734-2023,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Vyacheslav Karavaev,Belgien,Midtbane,3.990.000,"0,4%"
1624189734-2377,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Artem Dzyuba,Nordmakedonien,Midtbane,2.472.000,"0,1%"
1624189734-1880,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jan Boril,Spanien,Angreb,6.646.000,"1,5%"
1624189734-2189,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Laszlo Benes,Finland,Midtbane,3.006.000,"0,1%"
1624189734-2081,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Jesse Joronen,Spanien,Angreb,3.524.000,"0,5%"
1624189734-2293,https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new,Visar Musliu,Ungarn,Midtbane,2.539.000,"0,0%"
